id deudor,Fecha carga DL,operation_id,amount,payment_method,anual_sales_volume,mean_time,invoice_mean_val,entity_type,relationship_years,creation_date,payment_date,city,industry,result
345,2022-01-21,84,18358.0,'cheque',223000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-11,2022-02-04,2.0,12.0,Pagada
346,2022-01-30,95,19463.0,'cheque',384000,90 días,Entre USD 20000 y USD 100000,persona natural,3,2022-01-20,2022-07-19,18.0,10.0,Pagada
2,2022-02-15,108,38121.0,'cheque',582000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-02-05,2022-10-18,15.0,17.0,Cobranza
348,2022-02-06,128,17538.0,'cheque',292000,60 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-01-27,2022-04-05,4.0,17.0,Pagada
349,2022-03-28,140,4675.0,'transferencia bancaria',113000,90 días,Menos de USD 1000,persona jurídica,5,2022-03-18,2022-07-08,16.0,7.0,Pagada
350,2022-03-01,167,10284.0,'transferencia bancaria',240000,90 días,Entre USD 1000 y USD 5000,persona jurídica,7,2022-02-19,2022-03-07,8.0,2.0,Pagada
351,2022-03-15,173,39825.0,'transferencia bancaria',793000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-03-05,2022-04-06,8.0,4.0,Pagada
352,2022-03-17,231,89600.0,'transferencia bancaria',1235000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-03-07,2022-05-22,19.0,4.0,Pagada
353,2022-03-23,238,2859.68,'transferencia bancaria',18000,90 días,Menos de USD 1000,persona jurídica,4,2022-03-13,2022-07-05,6.0,19.0,Pagada
354,2022-03-06,246,17146.0,'cheque',120000,120 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-02-24,2022-04-07,7.0,6.0,Pagada
355,2022-04-07,251,39459.6,'cheque',835000,120 días,Más de USD 100000,persona jurídica,7,2022-03-28,2022-04-18,21.0,1.0,Pagada
6,2022-02-06,254,30882.0,'cheque',755000,90 días,Más de USD 100000,persona natural,1,2022-01-27,2022-02-15,1.0,19.0,Pagada
6,2022-04-25,262,26726.0,'cheque',607000,120 días,Más de USD 100000,persona natural,1,2022-04-15,2022-11-22,17.0,13.0,Cobranza
358,2022-04-02,269,37996.0,'cheque',469000,30 días,Más de USD 100000,persona natural,3,2022-03-23,2022-10-17,16.0,13.0,Cobranza
359,2022-03-01,273,3576.0,'cheque',93000,120 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-02-19,2022-05-20,10.0,9.0,Pagada
360,2022-08-03,2,1596.0,'cheque',33000,60 días,Menos de USD 1000,persona jurídica,7,2022-07-24,2022-12-03,11.0,12.0,En remate
2,2022-08-27,3,19152.0,'cheque',409000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-08-17,2022-12-15,12.0,10.0,En remate
362,2022-07-17,4,6354.0,'cheque',68000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-07-07,2022-09-30,17.0,5.0,En remate
363,2022-05-28,5,9729.72,'cheque',214000,120 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-18,2022-08-31,7.0,15.0,En remate
364,2022-05-14,7,3598.0,'transferencia bancaria',68000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-05-04,2022-05-16,2.0,6.0,En remate
5,2022-06-04,8,28182.0,'cheque',191000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-05-25,2022-06-02,2.0,4.0,En remate
366,2022-01-27,10,39367.0,'transferencia bancaria',635000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-17,2022-02-26,4.0,10.0,En remate
367,2022-01-05,11,729.0,'transferencia bancaria',12000,120 días,Menos de USD 1000,persona jurídica,8,2021-12-26,2022-06-24,15.0,12.0,En remate
368,2022-05-25,12,373.13,'transferencia bancaria',4000,120 días,Menos de USD 1000,persona jurídica,5,2022-05-15,2022-07-29,15.0,5.0,En remate
369,2022-08-27,13,23381.14,'cheque',168000,120 días,Más de USD 100000,persona jurídica,8,2022-08-17,2022-08-29,4.0,3.0,En remate
370,2022-07-24,14,15491.7,'cheque',372000,120 días,Entre USD 1000 y USD 5000,persona natural,2,2022-07-14,2022-08-16,3.0,11.0,En remate
6,2022-08-06,16,39964.0,'cheque',286000,30 días,Más de USD 100000,persona natural,1,2022-07-27,2022-11-18,19.0,6.0,En remate
372,2022-02-21,18,5849.0,'transferencia bancaria',36000,60 días,Entre USD 1000 y USD 5000,persona jurídica,7,2022-02-11,2022-04-22,10.0,7.0,En remate
5,2022-02-07,20,13137.0,'transferencia bancaria',318000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-28,2022-04-29,13.0,7.0,En remate
374,2022-01-02,21,6028.8,'transferencia bancaria',87000,120 días,Entre USD 1000 y USD 5000,persona natural,5,2021-12-23,2022-03-11,6.0,13.0,En remate
375,2022-06-15,22,9464.63,'transferencia bancaria',122000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-06-05,2023-02-12,18.0,14.0,En remate
376,2022-07-01,23,34461.0,'cheque',541000,30 días,Más de USD 100000,persona jurídica,8,2022-06-21,2023-01-27,20.0,11.0,En remate
377,2022-05-03,24,8075.0,'cheque',174000,90 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-04-23,2022-05-01,1.0,8.0,En remate
378,2022-04-26,27,26488.0,'transferencia bancaria',399000,90 días,Más de USD 100000,persona jurídica,9,2022-04-16,2022-08-14,12.0,10.0,En remate
379,2022-02-17,28,89000.14,'cheque',775000,30 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-02-07,2022-02-23,16.0,1.0,En remate
380,2022-08-06,32,7758.0,'transferencia bancaria',120000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-07-27,2023-06-22,22.0,15.0,En remate
381,2022-05-15,33,12539.73,'cheque',96000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-05-05,2022-09-02,15.0,8.0,En remate
2,2022-08-07,34,20503.53,'cheque',232000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-28,2022-10-08,8.0,9.0,En remate
383,2022-02-18,36,27980.45,'transferencia bancaria',407000,90 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-02-08,2022-05-27,9.0,12.0,En remate
384,2022-07-06,37,24468.0,'transferencia bancaria',284000,120 días,Entre USD 20000 y USD 100000,persona natural,2,2022-06-26,2022-08-17,13.0,4.0,En remate
385,2022-01-18,38,8358.0,'cheque',51000,60 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-08,2022-01-26,18.0,1.0,En remate
386,2022-06-30,40,3887.68,'transferencia bancaria',94000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-06-20,2022-08-25,22.0,3.0,En remate
387,2022-07-21,43,30550.2,'transferencia bancaria',620000,90 días,Entre USD 20000 y USD 100000,persona jurídica,5,2022-07-11,2022-09-09,5.0,12.0,En remate
388,2022-06-08,45,20260.0,'transferencia bancaria',209000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-05-29,2022-09-01,19.0,5.0,En remate
389,2022-04-24,46,17650.0,'cheque',119000,120 días,Entre USD 20000 y USD 100000,persona natural,4,2022-04-14,2022-05-08,4.0,6.0,En remate
390,2022-06-08,47,28633.86,'cheque',346000,60 días,Más de USD 100000,persona jurídica,7,2022-05-29,2022-08-17,20.0,4.0,En remate
391,2022-05-03,48,36433.34,'transferencia bancaria',491000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-04-23,2023-02-06,17.0,17.0,En remate
392,2022-06-21,49,29227.0,'cheque',628000,120 días,Más de USD 100000,persona natural,5,2022-06-11,2022-06-12,1.0,1.0,En remate
393,2022-08-03,50,11713.24,'transferencia bancaria',188000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-07-24,2022-11-21,12.0,10.0,En remate
394,2022-05-31,51,10528.2,'transferencia bancaria',93000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-05-21,2022-12-27,20.0,11.0,En remate
395,2022-03-08,52,31426.95,'cheque',672000,120 días,Más de USD 100000,persona jurídica,9,2022-02-26,2022-11-25,16.0,17.0,En remate
396,2022-01-20,53,18520.0,'transferencia bancaria',434000,120 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-01-10,2022-03-17,11.0,6.0,En remate
397,2022-03-25,55,8059.0,'transferencia bancaria',50000,30 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-03-15,2022-08-02,20.0,7.0,En remate
398,2022-06-18,56,1590.85,'transferencia bancaria',34000,60 días,Entre USD 1000 y USD 5000,persona jurídica,4,2022-06-08,2022-09-26,22.0,5.0,En remate
399,2022-07-02,57,29887.48,'cheque',604000,120 días,Más de USD 100000,persona natural,4,2022-06-22,2022-09-14,12.0,7.0,En remate
400,2022-07-17,58,2074.0,'cheque',49000,60 días,Entre USD 1000 y USD 5000,persona jurídica,7,2022-07-07,2022-11-04,15.0,8.0,En remate
401,2022-03-02,59,23116.27,'cheque',563000,120 días,Entre USD 20000 y USD 100000,persona jurídica,9,2022-02-20,2022-08-26,17.0,11.0,En remate
402,2022-07-31,61,25551.0,'transferencia bancaria',662000,120 días,Más de USD 100000,persona jurídica,10,2022-07-21,2022-09-07,4.0,12.0,En remate
5,2022-02-04,62,10414.0,'transferencia bancaria',268000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-25,2022-07-24,18.0,10.0,En remate
404,2022-02-04,63,32528.0,'cheque',534000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-01-25,2022-07-04,20.0,8.0,En remate
405,2022-04-15,66,21650.93,'transferencia bancaria',224000,120 días,Más de USD 100000,persona jurídica,6,2022-04-05,2022-06-22,6.0,13.0,En remate
2,2022-05-06,67,8871.0,'transferencia bancaria',136000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-04-26,2022-07-05,14.0,5.0,En remate
407,2022-05-07,75,17458.69,'transferencia bancaria',231000,60 días,Entre USD 1000 y USD 5000,persona natural,4,2022-04-27,2022-07-26,5.0,18.0,En remate
408,2022-07-25,76,75700.19,'cheque',1569000,30 días,Más de USD 100000,persona jurídica,9,2022-07-15,2022-09-10,19.0,3.0,En remate
409,2022-04-03,78,33699.22,'transferencia bancaria',798000,90 días,Más de USD 100000,persona natural,3,2022-03-24,2022-03-26,1.0,2.0,En remate
410,2022-02-08,80,26540.0,'cheque',486000,30 días,Más de USD 100000,persona jurídica,7,2022-01-29,2022-02-22,8.0,3.0,En remate
411,2022-02-05,82,19654.0,'transferencia bancaria',199000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-01-26,2022-06-10,9.0,15.0,En remate
412,2022-05-21,83,29863.0,'transferencia bancaria',536000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-05-11,2022-08-04,17.0,5.0,En remate
413,2022-04-26,88,6756.17,'cheque',105000,30 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-04-16,2023-01-07,19.0,14.0,En remate
5,2022-07-22,89,12647.64,'cheque',334000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-07-12,2022-10-18,7.0,14.0,En remate
415,2022-07-07,90,37682.37,'cheque',983000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-06-27,2022-09-07,6.0,12.0,En remate
416,2022-01-06,91,35430.0,'transferencia bancaria',700000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2021-12-27,2022-01-08,12.0,1.0,En remate
417,2022-06-14,92,9756.11,'transferencia bancaria',199000,90 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-06-04,2022-08-27,6.0,14.0,En remate
418,2022-01-21,94,18575.73,'cheque',427000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-11,2022-11-06,23.0,13.0,En remate
419,2022-06-07,97,21450.0,'transferencia bancaria',172000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-05-28,2022-07-13,23.0,2.0,En remate
420,2022-08-28,99,38109.26,'transferencia bancaria',713000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-08-18,2022-11-16,9.0,10.0,En remate
2,2022-07-24,100,10899.63,'transferencia bancaria',200000,90 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-14,2023-01-17,17.0,11.0,En remate
422,2022-05-14,101,23845.35,'transferencia bancaria',613000,120 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-05-04,2022-08-22,11.0,10.0,En remate
423,2022-01-15,103,25731.88,'transferencia bancaria',609000,120 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-05,2022-04-25,10.0,11.0,En remate
424,2022-04-25,104,3316.26,'transferencia bancaria',34000,60 días,Menos de USD 1000,persona jurídica,4,2022-04-15,2022-04-19,4.0,1.0,En remate
5,2022-08-27,105,11537.19,'transferencia bancaria',300000,60 días,Entre USD 5000 y USD 20000,persona natural,1,2022-08-17,2022-09-19,3.0,11.0,En remate
2,2022-02-06,106,10551.0,'cheque',134000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2022-01-27,2022-03-04,3.0,12.0,En remate
6,2022-06-28,107,35747.93,'transferencia bancaria',478000,120 días,Más de USD 100000,persona natural,1,2022-06-18,2022-07-11,23.0,1.0,En remate
2,2022-07-16,109,9333.22,'cheque',96000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-06,2022-08-05,3.0,10.0,En remate
429,2022-06-22,110,17088.0,'cheque',154000,120 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-06-12,2023-05-01,19.0,17.0,En remate
430,2022-04-21,118,30553.0,'transferencia bancaria',526000,60 días,Más de USD 100000,persona natural,3,2022-04-11,2022-11-01,12.0,17.0,En remate
431,2022-08-22,119,10619.98,'cheque',194000,120 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-08-12,2023-01-21,18.0,9.0,En remate
432,2022-06-06,120,23612.26,'transferencia bancaria',251000,30 días,Más de USD 100000,persona jurídica,7,2022-05-27,2023-01-10,12.0,19.0,En remate
433,2022-02-03,121,21566.0,'transferencia bancaria',528000,60 días,Entre USD 20000 y USD 100000,persona natural,5,2022-01-24,2022-08-21,19.0,11.0,En remate
434,2022-03-23,125,18549.19,'cheque',453000,60 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-03-13,2022-06-05,12.0,7.0,En remate
435,2022-05-28,134,31646.0,'transferencia bancaria',730000,120 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-05-18,2022-06-01,1.0,14.0,En remate
436,2022-06-24,135,26123.77,'transferencia bancaria',247000,90 días,Más de USD 100000,persona jurídica,9,2022-06-14,2022-07-02,18.0,1.0,En remate
437,2022-07-17,137,28209.78,'cheque',236000,120 días,Entre USD 20000 y USD 100000,persona jurídica,9,2022-07-07,2022-10-20,7.0,15.0,En remate
438,2022-04-30,138,27415.91,'transferencia bancaria',544000,30 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-04-20,2023-01-15,18.0,15.0,En remate
439,2022-03-02,139,9482.6,'transferencia bancaria',95000,60 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-02-20,2022-04-13,4.0,13.0,En remate
2,2022-03-03,148,33811.85,'transferencia bancaria',832000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-02-21,2022-03-11,1.0,18.0,En remate
441,2022-04-01,150,20712.11,'cheque',444000,90 días,Más de USD 100000,persona jurídica,10,2022-03-22,2022-12-27,20.0,14.0,En remate
442,2022-01-26,152,4581.57,'transferencia bancaria',68000,60 días,Entre USD 1000 y USD 5000,persona jurídica,10,2022-01-16,2022-03-03,23.0,2.0,En remate
443,2022-01-03,157,34970.0,'transferencia bancaria',412000,30 días,Más de USD 100000,persona jurídica,8,2021-12-24,2022-11-12,19.0,17.0,En remate
444,2022-03-28,159,16062.88,'cheque',420000,60 días,Entre USD 20000 y USD 100000,persona natural,4,2022-03-18,2022-08-01,8.0,17.0,En remate
445,2022-08-23,162,13914.95,'cheque',170000,30 días,Entre USD 1000 y USD 5000,persona jurídica,8,2022-08-13,2023-05-04,22.0,12.0,En remate
446,2022-02-20,163,29531.33,'cheque',692000,120 días,Más de USD 100000,persona natural,4,2022-02-10,2022-04-07,14.0,4.0,En remate
1,2022-01-03,164,7424.0,'cheque',98000,120 días,Entre USD 1000 y USD 5000,persona natural,1,2021-12-24,2022-04-13,11.0,10.0,En remate
448,2022-08-04,165,5509.0,'transferencia bancaria',89000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-07-25,2022-08-24,6.0,5.0,En remate
2,2022-07-22,168,39925.0,'cheque',507000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2022-07-12,2023-01-04,11.0,16.0,En remate
6,2022-05-02,171,21147.46,'cheque',368000,90 días,Más de USD 100000,persona natural,1,2022-04-22,2022-07-07,4.0,19.0,En remate
451,2022-08-21,172,2979.0,'transferencia bancaria',51000,60 días,Entre USD 1000 y USD 5000,persona natural,2,2022-08-11,2023-09-06,23.0,17.0,En remate
452,2022-04-20,176,33193.0,'cheque',657000,120 días,Más de USD 100000,persona jurídica,5,2022-04-10,2022-04-20,5.0,2.0,En remate
453,2022-08-21,179,29664.11,'transferencia bancaria',749000,120 días,Más de USD 100000,persona jurídica,9,2022-08-11,2023-01-02,9.0,16.0,En remate
454,2022-03-13,181,10983.0,'cheque',221000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-03-03,2022-03-31,4.0,7.0,En remate
455,2022-04-02,182,7614.12,'transferencia bancaria',68000,90 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-03-23,2022-07-21,10.0,12.0,En remate
456,2022-05-15,184,3669.1,'cheque',86000,60 días,Entre USD 1000 y USD 5000,persona jurídica,9,2022-05-05,2022-10-14,9.0,18.0,En remate
457,2022-05-26,187,6742.0,'cheque',118000,90 días,Entre USD 1000 y USD 5000,persona natural,2,2022-05-16,2022-05-22,3.0,2.0,En remate
458,2022-05-23,191,25309.52,'transferencia bancaria',512000,60 días,Más de USD 100000,persona natural,4,2022-05-13,2023-03-13,19.0,16.0,En remate
459,2022-03-27,193,33647.0,'transferencia bancaria',653000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-03-17,2022-06-05,20.0,4.0,En remate
460,2022-04-08,194,28583.52,'transferencia bancaria',350000,30 días,Entre USD 5000 y USD 20000,persona natural,3,2022-03-29,2022-06-07,7.0,10.0,En remate
1,2022-04-21,195,15556.98,'transferencia bancaria',300000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-04-11,2022-10-08,18.0,10.0,En remate
5,2022-06-07,196,13168.0,'cheque',352000,60 días,Entre USD 5000 y USD 20000,persona natural,1,2022-05-28,2022-08-26,18.0,5.0,En remate
463,2022-01-17,198,13510.0,'cheque',317000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-01-07,2022-03-28,8.0,10.0,En remate
464,2022-05-08,201,20371.0,'transferencia bancaria',471000,120 días,Más de USD 100000,persona jurídica,6,2022-04-28,2022-07-06,23.0,3.0,En remate
465,2022-08-14,202,31608.99,'transferencia bancaria',486000,90 días,Más de USD 100000,persona natural,2,2022-08-04,2022-08-24,10.0,2.0,En remate
466,2022-08-14,203,31160.4,'transferencia bancaria',243000,120 días,Más de USD 100000,persona natural,2,2022-08-04,2022-11-08,6.0,16.0,En remate
467,2022-05-20,204,5429.0,'transferencia bancaria',53000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-05-10,2022-09-07,15.0,8.0,En remate
468,2022-07-31,205,369.0,'cheque',7000,120 días,Menos de USD 1000,persona jurídica,4,2022-07-21,2022-10-25,12.0,8.0,En remate
469,2022-07-22,207,5973.0,'transferencia bancaria',41000,90 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-07-12,2022-11-24,9.0,15.0,En remate
470,2022-07-23,209,1458.9,'transferencia bancaria',23000,60 días,Menos de USD 1000,persona jurídica,7,2022-07-13,2022-07-25,12.0,1.0,En remate
471,2022-02-01,211,34221.24,'cheque',420000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-01-22,2022-04-02,5.0,14.0,En remate
472,2022-08-23,212,37422.0,'cheque',452000,120 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-08-13,2022-10-30,6.0,13.0,En remate
473,2022-02-05,217,25189.87,'cheque',629000,30 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-26,2022-04-06,14.0,5.0,En remate
474,2022-06-08,218,14791.0,'cheque',304000,120 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-29,2022-07-08,20.0,2.0,En remate
5,2022-06-14,219,22567.0,'cheque',471000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-06-04,2022-09-02,18.0,5.0,En remate
476,2022-08-25,220,37239.0,'cheque',470000,120 días,Más de USD 100000,persona jurídica,10,2022-08-15,2023-01-24,9.0,18.0,En remate
477,2022-02-07,221,14132.4,'cheque',240000,30 días,Entre USD 5000 y USD 20000,persona jurídica,10,2022-01-28,2022-02-19,11.0,2.0,En remate
478,2022-07-04,222,5870.4,'transferencia bancaria',135000,60 días,Entre USD 1000 y USD 5000,persona natural,4,2022-06-24,2022-08-14,3.0,17.0,En remate
479,2022-08-17,223,39712.25,'transferencia bancaria',361000,120 días,Más de USD 100000,persona jurídica,9,2022-08-07,2022-09-03,3.0,9.0,En remate
480,2022-03-07,225,18375.0,'cheque',287000,30 días,Entre USD 5000 y USD 20000,persona jurídica,6,2022-02-25,2022-07-31,12.0,13.0,En remate
2,2022-01-02,226,10904.38,'cheque',124000,60 días,Entre USD 20000 y USD 100000,persona natural,1,2021-12-23,2022-04-06,13.0,8.0,En remate
482,2022-01-30,227,14349.0,'cheque',256000,60 días,Entre USD 20000 y USD 100000,persona jurídica,7,2022-01-20,2022-02-05,8.0,2.0,En remate
483,2022-03-07,228,21132.35,'transferencia bancaria',480000,90 días,Entre USD 20000 y USD 100000,persona natural,4,2022-02-25,2022-04-26,15.0,4.0,En remate
484,2022-06-25,229,20143.0,'transferencia bancaria',325000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-06-15,2022-10-25,12.0,11.0,En remate
485,2022-04-17,230,7469.0,'transferencia bancaria',131000,120 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-04-07,2022-10-22,18.0,11.0,En remate
486,2022-07-01,232,24758.0,'transferencia bancaria',459000,120 días,Más de USD 100000,persona jurídica,5,2022-06-21,2022-07-06,1.0,15.0,En remate
487,2022-08-15,233,39565.97,'transferencia bancaria',895000,120 días,Entre USD 5000 y USD 20000,persona natural,4,2022-08-05,2022-11-13,20.0,5.0,En remate
488,2022-06-27,236,14611.0,'cheque',295000,90 días,Entre USD 20000 y USD 100000,persona jurídica,8,2022-06-17,2022-12-14,18.0,10.0,En remate
489,2022-07-17,237,5653.5,'transferencia bancaria',145000,120 días,Entre USD 5000 y USD 20000,persona jurídica,9,2022-07-07,2022-08-12,9.0,4.0,En remate
490,2022-01-21,239,18259.59,'cheque',236000,60 días,Entre USD 20000 y USD 100000,persona jurídica,10,2022-01-11,2022-01-23,12.0,1.0,En remate
491,2022-05-28,245,5836.0,'transferencia bancaria',116000,120 días,Entre USD 20000 y USD 100000,persona jurídica,6,2022-05-18,2022-05-28,1.0,10.0,En remate
492,2022-07-02,247,34368.73,'transferencia bancaria',300000,120 días,Más de USD 100000,persona jurídica,9,2022-06-22,2022-08-03,14.0,3.0,En remate
493,2022-06-17,252,39776.0,'cheque',278000,120 días,Entre USD 5000 y USD 20000,persona natural,3,2022-06-07,2022-09-20,21.0,5.0,En remate
494,2022-08-02,255,14356.0,'cheque',278000,30 días,Entre USD 20000 y USD 100000,persona natural,5,2022-07-23,2022-08-22,15.0,2.0,En remate
495,2022-02-15,256,14489.47,'transferencia bancaria',323000,30 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-02-05,2022-07-08,17.0,9.0,En remate
496,2022-03-02,257,23237.0,'cheque',225000,60 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-02-20,2022-03-13,3.0,7.0,En remate
2,2022-08-17,258,9598.0,'cheque',68000,120 días,Entre USD 20000 y USD 100000,persona jurídica,1,2022-08-07,2022-11-07,23.0,4.0,En remate
498,2022-08-26,264,8046.0,'cheque',137000,120 días,Entre USD 1000 y USD 5000,persona natural,3,2022-08-16,2022-11-04,8.0,10.0,En remate
499,2022-07-16,265,16273.42,'transferencia bancaria',304000,90 días,Entre USD 5000 y USD 20000,persona natural,2,2022-07-06,2022-09-28,14.0,6.0,En remate
7,2022-03-26,266,491.0,'cheque',12000,60 días,Menos de USD 1000,persona jurídica,1,2022-03-16,2022-08-23,16.0,10.0,En remate
501,2022-03-20,267,21084.0,'transferencia bancaria',564000,60 días,Entre USD 5000 y USD 20000,persona natural,4,2022-03-10,2022-04-03,3.0,8.0,En remate
502,2022-05-31,268,9040.0,'cheque',92000,90 días,Entre USD 1000 y USD 5000,persona jurídica,5,2022-05-21,2022-08-05,19.0,4.0,En remate
503,2022-01-31,272,28659.47,'transferencia bancaria',509000,30 días,Entre USD 5000 y USD 20000,persona natural,2,2022-01-21,2022-03-28,22.0,3.0,En remate
504,2022-05-08,275,23313.0,'cheque',489000,60 días,Más de USD 100000,persona jurídica,9,2022-04-28,2022-05-07,3.0,3.0,En remate
505,2022-03-03,277,35699.39,'transferencia bancaria',293000,90 días,Entre USD 5000 y USD 20000,persona natural,4,2022-02-21,2022-08-08,21.0,8.0,En remate
1,2022-08-02,278,18154.69,'transferencia bancaria',232000,90 días,Entre USD 1000 y USD 5000,persona natural,1,2022-07-23,2023-02-17,19.0,11.0,En remate
507,2022-05-17,280,34233.72,'cheque',483000,30 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-07,2022-07-21,15.0,5.0,En remate
508,2022-02-04,281,18987.1,'cheque',130000,90 días,Entre USD 1000 y USD 5000,persona natural,3,2022-01-25,2022-02-12,2.0,9.0,En remate
509,2022-05-08,283,13919.11,'transferencia bancaria',109000,60 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-28,2022-05-08,5.0,2.0,En remate
510,2022-01-16,286,14816.0,'transferencia bancaria',280000,60 días,Entre USD 1000 y USD 5000,persona natural,5,2022-01-06,2023-01-15,22.0,17.0,En remate
511,2022-07-21,289,22240.0,'cheque',525000,90 días,Más de USD 100000,persona jurídica,7,2022-07-11,2022-08-06,13.0,2.0,En remate
512,2022-04-27,292,21685.23,'cheque',352000,120 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-04-17,2022-06-21,13.0,5.0,En remate
513,2022-07-03,295,19956.0,'transferencia bancaria',201000,30 días,Entre USD 5000 y USD 20000,persona jurídica,5,2022-06-23,2022-07-25,4.0,8.0,En remate
5,2022-01-20,296,22249.42,'cheque',348000,30 días,Entre USD 5000 y USD 20000,persona natural,1,2022-01-10,2022-02-21,21.0,2.0,En remate
515,2022-08-04,2,1596.0,'cheque',33000,60 días,Menos de USD 1000,persona jurídica,7,2022-07-25,2022-12-04,11.0,12.0,En remate
2,2022-08-30,3,19152.0,'cheque',409000,30 días,Entre USD 20000 y USD 100000,persona natural,1,2022-08-20,2022-12-18,12.0,10.0,En remate
517,2022-07-18,4,6354.0,'cheque',68000,90 días,Entre USD 5000 y USD 20000,persona jurídica,8,2022-07-08,2022-10-01,17.0,5.0,En remate
518,2022-05-27,5,9729.72,'cheque',214000,120 días,Entre USD 20000 y USD 100000,persona natural,3,2022-05-17,2022-08-30,7.0,15.0,En remate
519,2022-05-15,7,3598.0,'transferencia bancaria',68000,60 días,Entre USD 1000 y USD 5000,persona jurídica,6,2022-05-05,2022-05-17,2.0,6.0,En remate
5,2022-06-05,8,28182.0,'cheque',191000,120 días,Entre USD 5000 y USD 20000,persona natural,1,2022-05-26,2022-06-03,2.0,4.0,En remate
